Sample_ID,Year,Month,Species,Rotation,Nitrogen,Fraction,Block,Rep,ASV_counts,Observed,Shannon,Simpson,InvSimpson,Evenness,asv_001346,asv_002099,asv_001060,asv_001681,asv_001149,asv_001363,asv_000650,asv_001021,asv_000556,asv_001277,asv_001577,asv_003649,asv_001410
USDA_161,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,1,1,15158,246,5.093653398664909,0.9914359353761176,116.76698436059564,12.737172288109004,0,0,0.11993243243243243,0.12837837837837837,0,0,0,0,0,0,0.15878378378378377,0,0.12331081081081081
USDA_162,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,1,2,11893,281,5.399640298846628,0.9944709280950863,180.86218034373718,19.728802315619475,0,0,0.09937888198757763,0,0,0,0,0,0,0,0.2468944099378882,0.046583850931677016,0.059006211180124224
USDA_163,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,1,1,8974,259,5.403113178038561,0.9948366300407054,193.67196383050359,21.126118690087544,0,0,0.055133079847908745,0,0,0,0,0,0,0,0.053231939163498096,0.026615969581749048,0.11406844106463879
USDA_164,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,1,2,8474,241,5.376416099649791,0.9949321444110737,197.32211829103417,21.52428471703923,0,0,0,0,0,0,0.3630229419703104,0,0,0.08232118758434548,0,0.03913630229419703,0.07017543859649122
USDA_165,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,1,1,1846,49,3.710400866339635,0.9712170849918245,34.7428326740345,3.789816513369302,0,0,0,0,0,0,0,0,0,0,0,1,0
USDA_166,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,1,2,6094,185,5.077963576219129,0.9929614359176964,142.0744328398179,15.497758537873242,0,0,0,0,0,0,0,0,0,0.3896499238964992,0,0,0.0593607305936073
USDA_167,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,1,1,5948,184,5.0613399613365395,0.9924521260021283,132.48763827827167,14.452012133701075,0,0,0,0.05789473684210526,0,0,0,0,0,0.3,0,0,0
USDA_168,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,1,2,7985,247,5.325811337593887,0.9943846026264807,178.08178717960894,19.4255115613527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USDA_169,2017,Jun,Corn,rotated,Low_N,Rhizosphere,1,1,6379,183,5.072339434175636,0.9929426046002913,141.69533423637685,15.456405716674242,0.08986175115207373,0,0.08986175115207373,0.1336405529953917,0,0,0,0,0,0,0.12672811059907835,0,0
USDA_170,2017,Jun,Corn,rotated,Low_N,Rhizosphere,1,2,8860,256,5.340188005815572,0.9943360985278906,176.55674360231572,19.2591568087895,0.10434782608695652,0,0,0.31521739130434784,0,0,0,0,0,0,0,0,0
USDA_171,2017,Jun,Corn,rotated,Std_N,Rhizosphere,1,1,4424,101,4.478584463872432,0.9872689121314284,78.54788297146527,8.568157546863901,0.14929577464788732,0,0.14084507042253522,0,0,0,0.3464788732394366,0,0,0,0,0,0
USDA_172,2017,Jun,Corn,rotated,Std_N,Rhizosphere,1,2,3723,79,4.254541047019328,0.9843460614517462,63.88168683027998,6.968340029229043,0.41568627450980394,0,0,0,0,0,0,0.20392156862745098,0,0,0,0,0
USDA_177,2017,Jun,Corn,continuous,Low_N,Rhizosphere,1,1,10892,243,5.315244276579995,0.9942730374906487,174.61263250233287,19.047089346712752,0.5079825834542816,0,0,0.10159651669085631,0,0,0.06531204644412192,0,0,0,0,0,0
USDA_178,2017,Jun,Corn,continuous,Low_N,Rhizosphere,1,2,9218,214,5.107491497290946,0.9919362867965037,124.01234701234408,13.527510694898355,0.9301634472511144,0,0,0,0.06983655274888559,0,0,0,0,0,0,0,0
USDA_179,2017,Jun,Corn,continuous,Std_N,Rhizosphere,1,1,3803,128,4.716950891804138,0.9898829473582899,98.84301638179073,10.781990611689606,0,0,0.04726976365118175,0,0,0,0.8924205378973105,0,0,0,0,0,0
USDA_180,2017,Jun,Corn,continuous,Std_N,Rhizosphere,1,2,8005,247,5.35060070157805,0.9945311038814357,182.85225726001363,19.945883819333943,0.5218274111675127,0,0.04263959390862944,0.1431472081218274,0,0,0.22741116751269036,0,0,0,0,0,0
USDA_181,2017,Jun,Corn,rotated,Low_N,Rhizosphere,2,1,2675,70,4.086645851650953,0.9809675604856319,52.541871957353386,5.731370722000201,0,0,0,0,0,0,0,0,0,0,0,0,0
USDA_182,2017,Jun,Corn,rotated,Low_N,Rhizosphere,2,2,3462,91,4.3612644929366935,0.9855060855484369,68.994473738746,7.5260528800157935,0,0,0,0,0,0,0,0,0,0,0.4915254237288136,0,0
USDA_183,2017,Jun,Corn,rotated,Std_N,Rhizosphere,2,1,3663,102,4.465717650870258,0.986876832904679,76.20111766743715,8.312167772349781,0,0,0,0,0,0,0.4088888888888889,0.4911111111111111,0,0,0.1,0,0
USDA_184,2017,Jun,Corn,rotated,Std_N,Rhizosphere,2,2,8533,203,5.053784226506085,0.9920326279884649,125.51190010359906,13.69108489511489,0.24738675958188153,0,0,0.0313588850174216,0,0,0.6402439024390244,0,0,0.018292682926829267,0,0,0
USDA_189,2017,Jun,Corn,continuous,Low_N,Rhizosphere,2,1,1893,53,3.828963148262535,0.975249822168531,40.403750098657135,4.407320518812377,0.7388059701492538,0,0,0,0,0,0.26119402985074625,0,0,0,0,0,0
USDA_190,2017,Jun,Corn,continuous,Low_N,Rhizosphere,2,2,2517,75,4.1519836369731165,0.981904377211521,55.26198306016172,6.028085790467446,0.21734234234234234,0,0.05067567567567568,0.03265765765765766,0,0,0.5934684684684685,0,0,0,0,0,0
USDA_191,2017,Jun,Corn,continuous,Std_N,Rhizosphere,2,1,4169,110,4.5480346833193295,0.9882275951852187,84.94441159077469,9.265903468077042,0.057569296375266525,0,0,0,0,0,0.7697228144989339,0,0,0,0,0,0
USDA_192,2017,Jun,Corn,continuous,Std_N,Rhizosphere,2,2,5171,138,4.770760893263694,0.9903887698233469,104.0449538321459,11.349428178909161,0.03283582089552239,0.034328358208955224,0,0,0.021393034825870648,0,0.7716417910447761,0.049253731343283584,0,0,0,0,0
USDA_193,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,2,1,7228,227,5.284745141481544,0.9942825570117317,174.90336187906343,19.078802678875174,0,0,0,0,0,0,0,0,0,0,0.03987730061349693,0,0.0598159509202454
USDA_194,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,2,2,8778,260,5.4188645976637595,0.9949857296153659,199.43080912916767,21.75430486061611,0,0,0,0,0,0,0,0,0,0.06592039800995025,0.26990049751243783,0.014925373134328358,0.13557213930348258
USDA_195,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,2,1,8099,247,5.354672281264512,0.9945713925009468,184.2093023255814,20.09391296385211,0,0,0,0,0,0,0.6137091607943626,0,0.16143497757847533,0.02626521460602178,0.03459320948110186,0,0.08263933376041
USDA_196,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,2,2,7672,212,5.21307608718292,0.9938683222769634,163.0875015239341,17.789905394256188,0,0,0,0,0,0,0,0,0.48188405797101447,0,0,0,0.16304347826086957
USDA_197,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,2,1,2931,71,4.16976597934431,0.9833436176375993,60.037046355116665,6.548959085324852,0,0,0,0,0,0,0,0,0,0.28825622775800713,0,0.07829181494661921,0
USDA_198,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,2,2,5082,144,4.835866716272505,0.9910335511387353,111.52687261955143,12.165570594187495,0,0,0,0,0,0,0,0,0,0.231433506044905,0.12953367875647667,0,0.1070811744386874
USDA_199,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,2,1,5973,159,4.9248387958199125,0.9918800571655546,123.15357637222853,13.433834304615447,0,0,0,0,0,0,0,0,0,0.5346260387811634,0,0,0
USDA_200,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,2,2,3352,93,4.408872081576756,0.9864333123529714,73.70995972027238,8.040427364359614,0,0,0,0,0,0,0,0,0,0.6309523809523809,0,0,0
USDA_281,2017,Aug,Soybean,rotated,Low_N,Rhizosphere,1,1,21385,296,5.168653831089,0.9919496779294112,124.21863264991815,13.550012737926453,0,0,0,0,0,0,0,0,0,0.5620022753128555,0.15130830489192265,0.009101251422070534,0
USDA_282,2017,Aug,Soybean,rotated,Low_N,Rhizosphere,1,2,13188,218,5.0565202251322985,0.9917045638220939,120.54821211974189,13.14963604824255,0,0,0,0,0,0,0,0,0,0.97165991902834,0,0,0
USDA_283,2017,Aug,Soybean,rotated,Std_N,Rhizosphere,1,1,16523,234,5.041790910979456,0.9913817770074977,116.03320091276265,12.657129746560202,0,0,0,0,0,0,0,0,0,0.4604519774011299,0.2344632768361582,0.04943502824858757,0.046610169491525424
USDA_284,2017,Aug,Soybean,rotated,Std_N,Rhizosphere,1,2,11277,249,5.350767817603127,0.9945272862279495,182.7247032554611,19.931969977669535,0,0.06949524506217995,0,0,0,0,0,0,0,0.5413313825896123,0.1075347476225311,0,0
USDA_285,2017,Aug,Soybean,continuous,Low_N,Rhizosphere,1,1,13165,220,5.195488398539567,0.9936866113567189,158.3935437056019,17.277879244290894,0,0,0.08173690932311622,0,0,0,0,0,0,0.5887611749680716,0.05491698595146871,0,0
USDA_286,2017,Aug,Soybean,continuous,Low_N,Rhizosphere,1,2,14303,208,5.018506202622523,0.9916386741503733,119.59825726019788,13.046013103981418,0,0,0,0.04083885209713024,0,0,0,0,0,0.3995584988962472,0.09271523178807947,0.04746136865342163,0
USDA_287,2017,Aug,Soybean,continuous,Std_N,Rhizosphere,1,1,10747,223,5.2083134197375225,0.9935545469013236,155.1481307350387,16.92386321502983,0,0,0,0,0,0,0,0,0,0.8921348314606742,0,0,0
USDA_288,2017,Aug,Soybean,continuous,Std_N,Rhizosphere,1,2,9850,246,5.35264139420783,0.9946592388363524,187.2392285216935,20.424423271979563,0,0,0,0,0,0,0,0,0,0.6020725388601036,0.24352331606217617,0.014507772020725389,0
USDA_289,2017,Aug,Corn,rotated,Low_N,Rhizosphere,1,1,8725,206,5.130258065567239,0.9926192658516761,135.48787693797243,14.779284066973247,0.48546511627906974,0,0,0,0,0,0,0,0,0,0.1569767441860465,0,0
USDA_290,2017,Aug,Corn,rotated,Low_N,Rhizosphere,1,2,15741,227,5.009960393306016,0.9906232641164732,106.64691982599331,11.633255746546673,0.387523629489603,0,0,0.10207939508506617,0,0,0,0,0,0,0.15500945179584122,0,0
USDA_291,2017,Aug,Corn,rotated,Std_N,Rhizosphere,1,1,6721,180,4.998751007550564,0.9920115055749,125.18003353147387,13.65488423677838,0.2599337748344371,0.12417218543046357,0,0,0,0,0.36258278145695366,0,0,0,0,0,0
USDA_292,2017,Aug,Corn,rotated,Std_N,Rhizosphere,1,2,8671,238,5.332251776167411,0.9945655349361062,184.01075142499823,20.072254641146117,0.07779171894604768,0,0,0,0,0,0.7829360100376411,0,0,0,0,0,0
USDA_297,2017,Aug,Corn,continuous,Low_N,Rhizosphere,1,1,4786,127,4.754320838241252,0.9907039248930707,107.57228061277203,11.734195920983842,0,0,0.2574626865671642,0.417910447761194,0,0,0,0,0,0,0,0,0
USDA_298,2017,Aug,Corn,continuous,Low_N,Rhizosphere,1,2,38779,413,5.380567780189541,0.9931594940536806,146.18801706298746,15.946476394714967,0.6271273852501289,0,0.08457968024755029,0,0,0,0,0.05621454357916452,0,0,0.0778751933986591,0,0
USDA_299,2017,Aug,Corn,continuous,Std_N,Rhizosphere,1,1,1416,36,3.471928727794718,0.9665575425324779,29.902108748173113,3.261780827764366,0.4406779661016949,0,0,0,0,0,0.4067796610169492,0,0,0,0,0,0
USDA_300,2017,Aug,Corn,continuous,Std_N,Rhizosphere,1,2,3457,84,4.266248819696516,0.9830267288959973,58.91616258719713,6.426690879589175,0,0,0,0,0,0,0.8760416666666667,0,0,0,0,0,0
USDA_301,2017,Aug,Corn,rotated,Low_N,Rhizosphere,2,1,6823,163,4.968842493932788,0.9922729693509137,129.41581901428614,14.116932047343038,0.9606837606837607,0,0,0,0,0,0,0.039316239316239315,0,0,0,0,0
USDA_302,2017,Aug,Corn,rotated,Low_N,Rhizosphere,2,2,8471,189,5.108173582834591,0.9933098182259971,149.47276976626472,16.304783679386038,0.8540284360189574,0,0,0,0,0,0,0,0,0,0,0,0
USDA_303,2017,Aug,Corn,rotated,Std_N,Rhizosphere,2,1,6251,162,4.952542264815361,0.9919580552282008,124.34803127555777,13.564127794486675,0.21882086167800455,0,0,0,0,0,0.7233560090702947,0,0,0.03854875283446712,0.01927437641723356,0,0
USDA_304,2017,Aug,Corn,rotated,Std_N,Rhizosphere,2,2,6060,135,4.765639068503646,0.9902977376945615,103.06874505335362,11.242941405505448,0.20689655172413793,0,0.12931034482758622,0,0,0,0,0,0,0,0,0,0
USDA_309,2017,Aug,Corn,continuous,Low_N,Rhizosphere,2,1,15625,302,5.522565490716595,0.995269705728,211.40333824880483,23.06029188217254,0.7191011235955056,0,0,0.0853932584269663,0,0,0.05917602996254682,0,0,0,0,0,0
USDA_310,2017,Aug,Corn,continuous,Low_N,Rhizosphere,2,2,12436,279,5.463256704014059,0.9951203878880777,204.93432204512808,22.354638872702463,0.4538327526132404,0,0.06358885017421603,0,0,0,0.34494773519163763,0.03832752613240418,0,0,0,0,0
USDA_311,2017,Aug,Corn,continuous,Std_N,Rhizosphere,2,1,6332,175,5.029646768994785,0.9926193857748687,135.49007839956747,14.77952420673343,0.30520393811533053,0.057665260196905765,0,0,0,0,0.5893108298171589,0,0.04781997187060478,0,0,0,0
USDA_312,2017,Aug,Corn,continuous,Std_N,Rhizosphere,2,2,5460,156,4.926289251751222,0.9918164070361872,122.19571579646343,13.329348989281531,0,0,0,0,0,0,0.9173151750972762,0,0.05544747081712062,0,0,0,0
USDA_313,2017,Aug,Soybean,rotated,Low_N,Rhizosphere,2,1,20997,220,4.735187012488705,0.9867135079854525,75.26441132129521,8.209990001985085,0,0,0,0,0,0,0,0,0.17408123791102514,0.3288201160541586,0.1644100580270793,0,0.0367504835589942
USDA_314,2017,Aug,Soybean,rotated,Low_N,Rhizosphere,2,2,22189,319,5.381937888124266,0.9936824776530029,158.2899030781146,17.266573920824833,0,0,0,0,0,0,0,0,0.5101934134866701,0.23941453214845793,0.09722948248823837,0.020386826973340304,0.01620491374803973
USDA_315,2017,Aug,Soybean,rotated,Std_N,Rhizosphere,2,1,21449,324,5.442710868149389,0.9942536162830781,174.02248949286204,18.98271538666391,0,0,0,0,0,0,0.09550045913682277,0,0.47505356596265685,0.21885521885521886,0.04315886134067952,0,0.022344658708295072
USDA_316,2017,Aug,Soybean,rotated,Std_N,Rhizosphere,2,2,17583,272,5.151202077962194,0.9915594091870747,118.47511888251773,12.923498960979135,0,0,0,0,0,0,0,0,0.2832189644416719,0.40923268870867124,0.07673112913287586,0,0.05552089831565814
USDA_317,2017,Aug,Soybean,continuous,Low_N,Rhizosphere,2,1,20664,353,5.504707344482335,0.9941220825916018,170.12828362835455,18.557927752614717,0,0,0,0,0,0,0,0,0,0.6855231143552312,0.13138686131386862,0,0
USDA_318,2017,Aug,Soybean,continuous,Low_N,Rhizosphere,2,2,36343,307,4.612895252955445,0.9834765797457322,60.52015772834382,6.601657824003726,0,0,0,0,0,0,0,0,0,0.7052797478329393,0.1016548463356974,0.009456264775413711,0.018912529550827423
USDA_319,2017,Aug,Soybean,continuous,Std_N,Rhizosphere,2,1,32581,348,4.960394183559539,0.9873351258288762,78.9585420658988,8.61295304848725,0,0,0.040998217468805706,0,0,0,0,0,0,0.6096256684491979,0.0855614973262032,0.017825311942959002,0
USDA_320,2017,Aug,Soybean,continuous,Std_N,Rhizosphere,2,2,28819,341,4.987809958585543,0.9878680851505022,82.42721881957452,8.991323130280986,0,0,0,0,0,0,0,0,0.2770463651974814,0.5437893531768746,0,0.006868918145392101,0
USDA_401,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,1,1,37567,384,5.099210439521434,0.9890264068026854,91.1278541147959,9.940405538960837,0,0,0,0,0,0.0861344537815126,0,0,0.5260504201680672,0.18487394957983194,0.05588235294117647,0.0054621848739495795,0
USDA_402,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,1,2,29125,437,5.463868649375501,0.9926573294774264,136.1902317318599,14.855898309142056,0,0,0.064576802507837,0,0,0.10470219435736677,0,0,0,0.5153605015673981,0.05141065830721003,0.009404388714733543,0
USDA_403,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,1,1,11259,157,4.856347391272642,0.9909868159986424,110.94858374680649,12.102489706685066,0,0,0,0,0,0.10893854748603352,0,0,0.07541899441340782,0.3407821229050279,0,0,0.09497206703910614
USDA_404,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,1,2,20336,284,5.118114869361837,0.990775433960448,108.40618363100373,11.825159702166973,0,0,0,0,0,0,0,0,0.07396149949341439,0.5055724417426545,0.0790273556231003,0,0
USDA_405,2017,Sep,Soybean,continuous,Low_N,Rhizosphere,1,1,601,14,2.4787925324750817,0.9021015999401996,10.214671530782502,1.114236458759867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
USDA_406,2017,Sep,Soybean,continuous,Low_N,Rhizosphere,1,2,2981,67,4.0207442882713185,0.9779294359074542,45.309218006699744,4.942418605319213,0,0,0,0,0,0,0,0,0,0.6814159292035398,0,0,0
USDA_407,2017,Sep,Soybean,continuous,Std_N,Rhizosphere,1,1,21285,321,5.286297991097184,0.9922720681309272,129.40072673285255,14.115285751603768,0,0,0.024390243902439025,0.012725344644750796,0,0.08377518557794274,0,0.04294803817603393,0.14846235418875928,0.3303287380699894,0,0.024920466595970307,0.0535524920466596
USDA_408,2017,Sep,Soybean,continuous,Std_N,Rhizosphere,1,2,19499,365,5.630832681901546,0.9954483878808126,219.70237661167718,23.965567307690876,0,0,0,0.041891891891891894,0,0,0,0,0,0.5831081081081081,0.07702702702702703,0,0
USDA_409,2017,Sep,Corn,rotated,Low_N,Rhizosphere,1,1,7084,129,4.71254252482344,0.9898772605638047,98.78748794267604,10.775933460348698,0.482367758186398,0,0,0,0.033375314861460954,0,0.22858942065491183,0.02518891687657431,0,0,0.10894206549118388,0,0
USDA_410,2017,Sep,Corn,rotated,Low_N,Rhizosphere,1,2,14466,327,5.648450695955821,0.9960421504667504,252.66246015647639,27.560918040087167,0.481358189081225,0,0,0,0.06524633821571238,0.17509986684420772,0.05126498002663116,0,0,0,0,0,0
USDA_411,2017,Sep,Corn,rotated,Std_N,Rhizosphere,1,1,10669,208,5.18448269297175,0.9936408986220833,157.2549233878711,17.15367630082109,0.1504424778761062,0,0.043264503441494594,0,0,0.07472959685349066,0.30678466076696165,0,0,0,0,0,0
USDA_412,2017,Sep,Corn,rotated,Std_N,Rhizosphere,1,2,10784,218,5.261122540837703,0.9942425041439565,173.6866208857678,18.94607817848257,0.18448979591836734,0.0473469387755102,0.08244897959183674,0,0,0.10122448979591837,0.27510204081632655,0,0,0,0,0,0
USDA_417,2017,Sep,Corn,continuous,Low_N,Rhizosphere,1,1,12814,282,5.473539377538116,0.9951443799190585,205.94691992584842,22.46509504090733,0.34290401968826906,0,0.09023789991796555,0.1140278917145201,0.054142739950779326,0.13043478260869565,0,0,0,0,0,0,0
USDA_418,2017,Sep,Corn,continuous,Low_N,Rhizosphere,1,2,21859,386,5.761305958458872,0.9962616792973442,267.499789220755,29.179403073523208,0.5912618568554182,0,0.045990227076746194,0.030755964357574016,0.02414486921529175,0.22506467375682668,0,0.024719747053751077,0,0,0,0,0
USDA_419,2017,Sep,Corn,continuous,Std_N,Rhizosphere,1,1,3985,124,4.593779542820781,0.9879090504070314,82.70648986755691,9.021786565409595,0.049443757725587144,0,0.06551297898640297,0,0,0.11124845488257108,0.449938195302843,0.04697156983930779,0.14585908529048208,0,0,0,0
USDA_420,2017,Sep,Corn,continuous,Std_N,Rhizosphere,1,2,5365,150,4.8946065139991575,0.9916398179842599,119.61462060482147,13.047798049793126,0,0,0,0,0,0,0.6439393939393939,0,0.32196969696969696,0,0,0,0
USDA_421,2017,Sep,Corn,rotated,Low_N,Rhizosphere,2,1,36342,518,5.714739903132151,0.9945142551056666,182.29064954022277,19.884622544800916,0.26014492753623186,0,0.036231884057971016,0.019927536231884056,0.11231884057971014,0.46557971014492755,0,0.041304347826086954,0,0,0,0,0
USDA_422,2017,Sep,Corn,rotated,Low_N,Rhizosphere,2,2,35741,465,5.501124874488054,0.992768626101335,138.2863082469869,15.084542457558046,0.41171231351592075,0,0,0.012469383210866177,0.04653751948341127,0.1458472500556669,0,0.22778891115564462,0,0.006234691605433089,0,0,0
USDA_423,2017,Sep,Corn,rotated,Std_N,Rhizosphere,2,1,11436,271,5.520402560454637,0.9956947317926453,232.27356620702884,25.336857391264466,0.28180039138943247,0.041487279843444226,0.03718199608610567,0,0,0.015655577299412915,0.5561643835616439,0.02426614481409002,0,0,0,0,0
USDA_424,2017,Sep,Corn,rotated,Std_N,Rhizosphere,2,2,13557,335,5.643851180104686,0.9959796726792325,248.73596605788293,27.13260834196581,0.39223839223839224,0,0,0,0,0.1884961884961885,0.09286209286209286,0.08108108108108109,0,0,0,0,0
USDA_429,2017,Sep,Corn,continuous,Low_N,Rhizosphere,2,1,16602,431,5.8858704061785145,0.9968313703356229,315.5938389526403,34.4255966000782,0.5138339920948617,0,0.06561264822134387,0.22687747035573122,0.06561264822134387,0,0,0.025296442687747035,0,0,0,0,0
USDA_430,2017,Sep,Corn,continuous,Low_N,Rhizosphere,2,2,2550,52,3.83498968022169,0.9758093041138024,41.33820724729816,4.5092529422903995,0.28,0,0.24,0.1175,0,0.265,0.0975,0,0,0,0,0,0
USDA_431,2017,Sep,Corn,continuous,Std_N,Rhizosphere,2,1,10236,247,5.38458698978777,0.9949668480369722,198.68265598689302,21.672694844538153,0.18340611353711792,0,0,0,0,0.1537117903930131,0.4524017467248908,0,0.03056768558951965,0,0,0,0
USDA_432,2017,Sep,Corn,continuous,Std_N,Rhizosphere,2,2,15110,344,5.7173454661323415,0.9963709851558459,275.5568778151658,30.05828614247913,0.09850374064837905,0,0,0,0.06172069825436409,0.16708229426433915,0.428927680798005,0,0.1396508728179551,0,0,0,0
USDA_433,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,2,1,9893,87,4.251356976702768,0.9837107448976259,61.3901614110182,6.696559536659863,0,0,0,0,0,0.18888888888888888,0,0,0,0.6,0,0,0
USDA_434,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,2,2,14499,125,4.43023929513497,0.9849388739234478,66.39609780286246,7.242616922961192,0,0,0,0,0,0,0,0,0,0.6489795918367347,0,0,0
USDA_435,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,2,1,27792,408,5.477023126275769,0.9930999292093018,144.92604935996857,15.80881847588286,0,0,0,0,0,0.10538321167883212,0,0,0.36405109489051096,0.24817518248175183,0,0,0
USDA_436,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,2,2,23527,368,5.4033614165351,0.9930932958669663,144.7868593671405,15.793635357734011,0,0,0.0720164609053498,0,0,0,0,0,0,0.4451303155006859,0,0,0.06584362139917696
