Sample_ID,Year,Month,Species,Rotation,Nitrogen,Fraction,Block,Rep,ASV_counts,Observed,Shannon,Simpson,InvSimpson,Evenness
USDA_121,2017,Jun,Soybean,rotated,Low_N,Endosphere,1,1,21980,67,3.732249615045297,0.9720229201664844,35.743544571154025,3.8989761351080054
USDA_122,2017,Jun,Soybean,rotated,Low_N,Endosphere,1,2,23496,38,3.5237262211886557,0.9686561808302349,31.904216731974348,3.480174703984745
USDA_123,2017,Jun,Soybean,rotated,Std_N,Endosphere,1,1,407,16,2.6189443967427235,0.9178081364813552,12.16665442526625,1.3271625916614496
USDA_124,2017,Jun,Soybean,rotated,Std_N,Endosphere,1,2,5318,37,3.5449190520776264,0.9694512141738072,32.734525217777794,3.5707463865015914
USDA_125,2017,Jun,Soybean,continuous,Low_N,Endosphere,1,1,11206,39,3.546217831775047,0.9688833322731388,32.1371172767564,3.50557995343199
USDA_126,2017,Jun,Soybean,continuous,Low_N,Endosphere,1,2,83,1,0,0,1,0.10908196660088885
USDA_127,2017,Jun,Soybean,continuous,Std_N,Endosphere,1,1,11501,43,3.5989077467766837,0.971158672055834,34.67246729886716,3.7821409198654385
USDA_128,2017,Jun,Soybean,continuous,Std_N,Endosphere,1,2,10257,39,3.534591573725767,0.96895207993221,32.20827668380363,3.513342161494855
USDA_129,2017,Jun,Corn,rotated,Low_N,Endosphere,1,1,721,26,3.1159940482284267,0.9502520963140653,20.101349522446927,2.1926947372403487
USDA_130,2017,Jun,Corn,rotated,Low_N,Endosphere,1,2,983,30,3.234677844175583,0.9556167978731,22.531046704129455,2.457730884062916
USDA_131,2017,Jun,Corn,rotated,Std_N,Endosphere,1,1,739,25,3.017618803972615,0.9434319500623488,17.677823455151653,1.9283317477112623
USDA_132,2017,Jun,Corn,rotated,Std_N,Endosphere,1,2,297,9,2.08149070932849,0.8617941479894342,7.235583627266016,0.7892716915673698
USDA_137,2017,Jun,Corn,continuous,Low_N,Endosphere,1,1,870,24,3.066352947062034,0.949456995640111,19.78513174404015,2.1582010800975735
USDA_138,2017,Jun,Corn,continuous,Low_N,Endosphere,1,2,449,17,2.6912468349769894,0.9264140554858359,13.589551735760027,1.4823750285612265
USDA_139,2017,Jun,Corn,continuous,Std_N,Endosphere,1,1,204,7,1.634424290808556,0.7641291810841984,4.23960880195599,0.4624648657357977
USDA_140,2017,Jun,Corn,continuous,Std_N,Endosphere,1,2,1064,37,3.510780524378913,0.9674108909491774,30.685097847888546,3.347190818588385
USDA_141,2017,Jun,Corn,rotated,Low_N,Endosphere,2,1,245,9,2.0285917418380497,0.8512786339025407,6.72398342108211,0.7334653349634092
USDA_142,2017,Jun,Corn,rotated,Low_N,Endosphere,2,2,42,3,0.9829007277151565,0.5941043083900226,2.4636871508379885,0.2687438395027485
USDA_143,2017,Jun,Corn,rotated,Std_N,Endosphere,2,1,2284,69,4.083671720870694,0.9811419422710641,53.02773034073352,5.784369109948834
USDA_144,2017,Jun,Corn,rotated,Std_N,Endosphere,2,2,2340,39,3.518432427536669,0.966774417415443,30.09729016654757,3.2830716007246026
USDA_149,2017,Jun,Corn,continuous,Low_N,Endosphere,2,1,33,1,0,0,1,0.10908196660088885
USDA_150,2017,Jun,Corn,continuous,Low_N,Endosphere,2,2,95,3,0.9910502845487692,0.6032132963988919,2.520245741413013,0.27491336179084663
USDA_151,2017,Jun,Corn,continuous,Std_N,Endosphere,2,1,54,1,0,0,1,0.10908196660088885
USDA_152,2017,Jun,Corn,continuous,Std_N,Endosphere,2,2,120,8,1.8680667804038442,0.8108333333333333,5.286343612334801,0.5766447573615269
USDA_153,2017,Jun,Soybean,rotated,Low_N,Endosphere,2,1,9259,68,3.8882022163645673,0.9755497787267777,40.89942536001469,4.461389751116669
USDA_154,2017,Jun,Soybean,rotated,Low_N,Endosphere,2,2,0,0,0,1,Inf,Inf
USDA_155,2017,Jun,Soybean,rotated,Std_N,Endosphere,2,1,11764,79,4.127604760724007,0.9813823511491614,53.71247508274702,5.859062413027285
USDA_156,2017,Jun,Soybean,rotated,Std_N,Endosphere,2,2,11488,68,4.128462805244269,0.9826685748384169,57.69865955493377,6.2938832544873415
USDA_157,2017,Jun,Soybean,continuous,Low_N,Endosphere,2,1,4947,37,3.524711432927254,0.9684349679679191,31.680626808287542,3.4557850753968458
USDA_158,2017,Jun,Soybean,continuous,Low_N,Endosphere,2,2,804,34,3.4239072358031084,0.9641067052795723,27.860356865787434,3.0390625171226695
USDA_159,2017,Jun,Soybean,continuous,Std_N,Endosphere,2,1,441,13,2.399997508142062,0.8993783454424854,9.938218611068526,1.084080430604909
USDA_160,2017,Jun,Soybean,continuous,Std_N,Endosphere,2,2,89,5,1.3767390656709264,0.7052139881328116,3.3922912205567455,0.3700377976212594
USDA_161,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,1,1,15158,246,5.093653398664909,0.9914359353761176,116.76698436059564,12.737172288109004
USDA_162,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,1,2,11893,281,5.399640298846628,0.9944709280950863,180.86218034373718,19.728802315619475
USDA_163,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,1,1,8974,259,5.403113178038561,0.9948366300407054,193.67196383050359,21.126118690087544
USDA_164,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,1,2,8474,241,5.376416099649791,0.9949321444110737,197.32211829103417,21.52428471703923
USDA_165,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,1,1,1846,49,3.710400866339635,0.9712170849918245,34.7428326740345,3.789816513369302
USDA_166,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,1,2,6094,185,5.077963576219129,0.9929614359176964,142.0744328398179,15.497758537873242
USDA_167,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,1,1,5948,184,5.0613399613365395,0.9924521260021283,132.48763827827167,14.452012133701075
USDA_168,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,1,2,7985,247,5.325811337593887,0.9943846026264807,178.08178717960894,19.4255115613527
USDA_169,2017,Jun,Corn,rotated,Low_N,Rhizosphere,1,1,6379,183,5.072339434175636,0.9929426046002913,141.69533423637685,15.456405716674242
USDA_170,2017,Jun,Corn,rotated,Low_N,Rhizosphere,1,2,8860,256,5.340188005815572,0.9943360985278906,176.55674360231572,19.2591568087895
USDA_171,2017,Jun,Corn,rotated,Std_N,Rhizosphere,1,1,4424,101,4.478584463872432,0.9872689121314284,78.54788297146527,8.568157546863901
USDA_172,2017,Jun,Corn,rotated,Std_N,Rhizosphere,1,2,3723,79,4.254541047019328,0.9843460614517462,63.88168683027998,6.968340029229043
USDA_177,2017,Jun,Corn,continuous,Low_N,Rhizosphere,1,1,10892,243,5.315244276579995,0.9942730374906487,174.61263250233287,19.047089346712752
USDA_178,2017,Jun,Corn,continuous,Low_N,Rhizosphere,1,2,9218,214,5.107491497290946,0.9919362867965037,124.01234701234408,13.527510694898355
USDA_179,2017,Jun,Corn,continuous,Std_N,Rhizosphere,1,1,3803,128,4.716950891804138,0.9898829473582899,98.84301638179073,10.781990611689606
USDA_180,2017,Jun,Corn,continuous,Std_N,Rhizosphere,1,2,8005,247,5.35060070157805,0.9945311038814357,182.85225726001363,19.945883819333943
USDA_181,2017,Jun,Corn,rotated,Low_N,Rhizosphere,2,1,2675,70,4.086645851650953,0.9809675604856319,52.541871957353386,5.731370722000201
USDA_182,2017,Jun,Corn,rotated,Low_N,Rhizosphere,2,2,3462,91,4.3612644929366935,0.9855060855484369,68.994473738746,7.5260528800157935
USDA_183,2017,Jun,Corn,rotated,Std_N,Rhizosphere,2,1,3663,102,4.465717650870258,0.986876832904679,76.20111766743715,8.312167772349781
USDA_184,2017,Jun,Corn,rotated,Std_N,Rhizosphere,2,2,8533,203,5.053784226506085,0.9920326279884649,125.51190010359906,13.69108489511489
USDA_189,2017,Jun,Corn,continuous,Low_N,Rhizosphere,2,1,1893,53,3.828963148262535,0.975249822168531,40.403750098657135,4.407320518812377
USDA_190,2017,Jun,Corn,continuous,Low_N,Rhizosphere,2,2,2517,75,4.1519836369731165,0.981904377211521,55.26198306016172,6.028085790467446
USDA_191,2017,Jun,Corn,continuous,Std_N,Rhizosphere,2,1,4169,110,4.5480346833193295,0.9882275951852187,84.94441159077469,9.265903468077042
USDA_192,2017,Jun,Corn,continuous,Std_N,Rhizosphere,2,2,5171,138,4.770760893263694,0.9903887698233469,104.0449538321459,11.349428178909161
USDA_193,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,2,1,7228,227,5.284745141481544,0.9942825570117317,174.90336187906343,19.078802678875174
USDA_194,2017,Jun,Soybean,rotated,Low_N,Rhizosphere,2,2,8778,260,5.4188645976637595,0.9949857296153659,199.43080912916767,21.75430486061611
USDA_195,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,2,1,8099,247,5.354672281264512,0.9945713925009468,184.2093023255814,20.09391296385211
USDA_196,2017,Jun,Soybean,rotated,Std_N,Rhizosphere,2,2,7672,212,5.21307608718292,0.9938683222769634,163.0875015239341,17.789905394256188
USDA_197,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,2,1,2931,71,4.16976597934431,0.9833436176375993,60.037046355116665,6.548959085324852
USDA_198,2017,Jun,Soybean,continuous,Low_N,Rhizosphere,2,2,5082,144,4.835866716272505,0.9910335511387353,111.52687261955143,12.165570594187495
USDA_199,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,2,1,5973,159,4.9248387958199125,0.9918800571655546,123.15357637222853,13.433834304615447
USDA_200,2017,Jun,Soybean,continuous,Std_N,Rhizosphere,2,2,3352,93,4.408872081576756,0.9864333123529714,73.70995972027238,8.040427364359614
USDA_201,2017,Jun,Soybean,rotated,Low_N,Bulk Soil,1,1,3241,74,4.171521570843406,0.982932252712065,58.59004021619692,6.391116810007927
USDA_202,2017,Jun,Soybean,rotated,Low_N,Bulk Soil,1,2,4555,116,4.598842729538582,0.9888021630974514,89.30296169721908,9.741342685216507
USDA_203,2017,Jun,Soybean,rotated,Std_N,Bulk Soil,1,1,3815,100,4.4073721326180575,0.9859984987177263,71.42091264641944,7.790733607901726
USDA_204,2017,Jun,Soybean,rotated,Std_N,Bulk Soil,1,2,3049,78,4.218226684761235,0.9836572239084781,61.18911465223887,6.67462896083348
USDA_205,2017,Jun,Soybean,continuous,Low_N,Bulk Soil,1,1,512,13,2.4327593178334865,0.8979949951171875,9.803440538519073,1.0693785733965373
USDA_206,2017,Jun,Soybean,continuous,Low_N,Bulk Soil,1,2,1292,38,3.442275161814999,0.9624541115126187,26.634074735935155,2.905297250790856
USDA_207,2017,Jun,Soybean,continuous,Std_N,Bulk Soil,1,1,2831,77,4.1743792980831635,0.9825848227994023,57.42117857782554,6.26361508381004
USDA_208,2017,Jun,Soybean,continuous,Std_N,Bulk Soil,1,2,3664,92,4.3648322638291015,0.985734563604813,70.09950290321233,7.646591634427118
USDA_209,2017,Jun,Corn,rotated,Low_N,Bulk Soil,1,1,5577,155,4.880942657676347,0.9914574283341611,117.06076801192326,12.769218786551011
USDA_210,2017,Jun,Corn,rotated,Low_N,Bulk Soil,1,2,4600,112,4.5265230001811,0.9875006616257089,80.004234628676,8.72701924969491
USDA_211,2017,Jun,Corn,rotated,Std_N,Bulk Soil,1,1,4139,126,4.6096285968799275,0.9884238349161749,86.38439351536697,9.4229795282813
USDA_212,2017,Jun,Corn,rotated,Std_N,Bulk Soil,1,2,7159,219,5.187236200491011,0.9934999673471576,153.845381001696,16.781756712128026
USDA_217,2017,Jun,Corn,continuous,Low_N,Bulk Soil,1,1,1772,41,3.534848404013663,0.9668055633404501,30.12553007771275,3.2861520657711347
USDA_218,2017,Jun,Corn,continuous,Low_N,Bulk Soil,1,2,1585,26,3.1818180282923167,0.9560242414592642,22.73980104456131,2.480502218053694
USDA_219,2017,Jun,Corn,continuous,Std_N,Bulk Soil,1,1,484,13,2.463949732558906,0.9047366983129568,10.497221724323355,1.145057589534765
USDA_220,2017,Jun,Corn,continuous,Std_N,Bulk Soil,1,2,2003,46,3.723128590868247,0.9737555424227613,38.103283219207356,4.156381067501785
USDA_221,2017,Jun,Corn,rotated,Low_N,Bulk Soil,2,1,2671,54,3.819625027158264,0.975431303764479,40.70220049178737,4.439876074627832
USDA_222,2017,Jun,Corn,rotated,Low_N,Bulk Soil,2,2,4297,117,4.527986378260398,0.9870228397003089,77.05846093492423,8.405688462019302
USDA_223,2017,Jun,Corn,rotated,Std_N,Bulk Soil,2,1,3481,96,4.370959934078324,0.985643986343231,69.65721988767339,7.59834653329796
USDA_224,2017,Jun,Corn,rotated,Std_N,Bulk Soil,2,2,1829,44,3.589584453022583,0.9670059645926855,30.30850842144365,3.306111703350675
USDA_229,2017,Jun,Corn,continuous,Low_N,Bulk Soil,2,1,2623,62,3.971037362960785,0.9790298990033471,47.68694247870416,5.201785466760515
USDA_230,2017,Jun,Corn,continuous,Low_N,Bulk Soil,2,2,2831,79,4.137551407244925,0.9816707365506357,54.55756597980953,5.951246590035374
USDA_231,2017,Jun,Corn,continuous,Std_N,Bulk Soil,2,1,2134,53,3.840696650493513,0.9761710477659424,41.96575620185042,4.577707216391292
USDA_232,2017,Jun,Corn,continuous,Std_N,Bulk Soil,2,2,828,25,3.091731715416102,0.9504422506942986,20.17847892630092,2.2011081642954964
USDA_233,2017,Jun,Soybean,rotated,Low_N,Bulk Soil,2,1,4448,110,4.547501084180803,0.9878822548975208,82.523604147723,9.001837031426893
USDA_234,2017,Jun,Soybean,rotated,Low_N,Bulk Soil,2,2,886,18,2.756710716462651,0.93033849854012,14.355131299831761,1.5658859529996223
USDA_235,2017,Jun,Soybean,rotated,Std_N,Bulk Soil,2,1,1109,22,3.0044949928793168,0.9472526203754672,18.958287731413684,2.068007309128108
USDA_236,2017,Jun,Soybean,rotated,Std_N,Bulk Soil,2,2,3285,110,4.401586372083654,0.9850820458289027,67.03332028847767,7.312126404854406
USDA_237,2017,Jun,Soybean,continuous,Low_N,Bulk Soil,2,1,2400,49,3.7656538485306537,0.9747902777777778,39.667235964960604,4.326980108679409
USDA_238,2017,Jun,Soybean,continuous,Low_N,Bulk Soil,2,2,4066,108,4.504110657104788,0.9872231156890161,78.26634222087561,8.53744652811129
USDA_239,2017,Jun,Soybean,continuous,Std_N,Bulk Soil,2,1,4297,121,4.550326245345605,0.9874881723879967,79.92437484038247,8.718307986935521
USDA_240,2017,Jun,Soybean,continuous,Std_N,Bulk Soil,2,2,1639,43,3.6076862380151193,0.9702161431936094,33.57523528603032,3.662452694087744
USDA_241,2017,Aug,Soybean,rotated,Low_N,Endosphere,1,1,15202,49,3.6670618299356352,0.9728437898467891,36.82398959052694,4.016833202625339
USDA_242,2017,Aug,Soybean,rotated,Low_N,Endosphere,1,2,6834,36,3.5663293780656953,0.9712868972974992,34.82730551139296,3.799030976592719
USDA_243,2017,Aug,Soybean,rotated,Std_N,Endosphere,1,1,1942,39,3.630099611202186,0.972696350710247,36.62514081497883,3.9951423871323715
USDA_244,2017,Aug,Soybean,rotated,Std_N,Endosphere,1,2,568,18,2.7838719906351224,0.933036599880976,14.933530827624514,1.6289789109722812
USDA_245,2017,Aug,Soybean,continuous,Low_N,Endosphere,1,1,1596,44,3.740535995758144,0.975449274816113,40.731994371242166,4.443126049591431
USDA_246,2017,Aug,Soybean,continuous,Low_N,Endosphere,1,2,1031,14,2.469148639181385,0.900806332499499,10.081288707214599,1.0996867980543008
USDA_247,2017,Aug,Soybean,continuous,Std_N,Endosphere,1,1,21074,149,4.731040933074605,0.9897664352792573,97.71766019841297,10.65923454608029
USDA_248,2017,Aug,Soybean,continuous,Std_N,Endosphere,1,2,841,30,3.346779208230996,0.9624887420982609,26.65866345030342,2.9079794361103337
USDA_249,2017,Aug,Corn,rotated,Low_N,Endosphere,1,1,2800,76,4.176661012752901,0.9830698979591836,59.06638941626737,6.443077917540372
USDA_250,2017,Aug,Corn,rotated,Low_N,Endosphere,1,2,818,24,3.0775532826681062,0.9496505879328794,19.861205105372516,2.166499311957648
USDA_251,2017,Aug,Corn,rotated,Std_N,Endosphere,1,1,1361,49,3.7640620317079914,0.9744574509493765,39.15036036607275,4.270598301864711
USDA_252,2017,Aug,Corn,rotated,Std_N,Endosphere,1,2,2474,81,4.309171379059462,0.9852934545138479,67.99693381029618,7.417239262857579
USDA_257,2017,Aug,Corn,continuous,Low_N,Endosphere,1,1,681,22,2.9259968634369695,0.9400100482791783,16.669458322849646,1.8183372960279938
USDA_258,2017,Aug,Corn,continuous,Low_N,Endosphere,1,2,6068,110,4.537649457511462,0.9878744043012416,82.47017506137003,8.996008881613822
USDA_259,2017,Aug,Corn,continuous,Std_N,Endosphere,1,1,894,25,3.0169435884691813,0.9435585984615308,17.71749057858568,1.932658715544846
USDA_260,2017,Aug,Corn,continuous,Std_N,Endosphere,1,2,406,12,2.463335359008766,0.9129801742337839,11.491634132738428,1.2535300506570075
USDA_261,2017,Aug,Corn,rotated,Low_N,Endosphere,2,1,574,19,2.789421824377759,0.929997936116743,14.285293097467914,1.558267864541903
USDA_262,2017,Aug,Corn,rotated,Low_N,Endosphere,2,2,188,8,1.9463877735465762,0.8419533725667723,6.327246688148944,0.6901885119122477
USDA_263,2017,Aug,Corn,rotated,Std_N,Endosphere,2,1,532,17,2.6868952344286763,0.9225719373622026,12.915214018435703,1.4088169442023348
USDA_264,2017,Aug,Corn,rotated,Std_N,Endosphere,2,2,909,30,3.2611527538968037,0.957083607150594,23.301119539776092,2.5417319434011745
USDA_269,2017,Aug,Corn,continuous,Low_N,Endosphere,2,1,88,4,1.2321840358605733,0.6820764462809917,3.1454102355808287,0.34310753426372187
USDA_270,2017,Aug,Corn,continuous,Low_N,Endosphere,2,2,692,22,2.9516476525289486,0.9423803000434361,17.355175413163238,1.8931366647712398
USDA_271,2017,Aug,Corn,continuous,Std_N,Endosphere,2,1,4932,115,4.640472422235392,0.9895374333432656,95.57884148401952,10.425927994511467
USDA_272,2017,Aug,Corn,continuous,Std_N,Endosphere,2,2,2283,75,4.2005913424399965,0.9833554262024305,60.07963989717935,6.553605272657547
USDA_273,2017,Aug,Soybean,rotated,Low_N,Endosphere,2,1,21739,61,3.7014458337095126,0.9734117410178494,37.61058596094336,4.102636681631483
USDA_274,2017,Aug,Soybean,rotated,Low_N,Endosphere,2,2,4328,47,3.754253109141828,0.9751631255530766,40.26271510680647,4.391936144541766
USDA_275,2017,Aug,Soybean,rotated,Std_N,Endosphere,2,1,1725,53,3.879603225525467,0.9776937618147448,44.83050847457627,4.890200028124593
USDA_276,2017,Aug,Soybean,rotated,Std_N,Endosphere,2,2,1331,37,3.559271693798244,0.970305848909521,33.676665716186676,3.6735169248823736
USDA_277,2017,Aug,Soybean,continuous,Low_N,Endosphere,2,1,692,32,3.4100906703380254,0.9652469177052357,28.774426150703043,3.1387709923307323
USDA_278,2017,Aug,Soybean,continuous,Low_N,Endosphere,2,2,32963,45,3.6105294419397076,0.9719982875597477,35.71210161284655,3.8955462753800765
USDA_279,2017,Aug,Soybean,continuous,Std_N,Endosphere,2,1,1405,42,3.6522182823843967,0.9713321766441662,34.88231344206675,3.8050313498492616
USDA_280,2017,Aug,Soybean,continuous,Std_N,Endosphere,2,2,282,13,2.3777316696356574,0.8944218097681204,9.471653168175322,1.0331865545461036
USDA_281,2017,Aug,Soybean,rotated,Low_N,Rhizosphere,1,1,21385,296,5.168653831089,0.9919496779294112,124.21863264991815,13.550012737926453
USDA_282,2017,Aug,Soybean,rotated,Low_N,Rhizosphere,1,2,13188,218,5.0565202251322985,0.9917045638220939,120.54821211974189,13.14963604824255
USDA_283,2017,Aug,Soybean,rotated,Std_N,Rhizosphere,1,1,16523,234,5.041790910979456,0.9913817770074977,116.03320091276265,12.657129746560202
USDA_284,2017,Aug,Soybean,rotated,Std_N,Rhizosphere,1,2,11277,249,5.350767817603127,0.9945272862279495,182.7247032554611,19.931969977669535
USDA_285,2017,Aug,Soybean,continuous,Low_N,Rhizosphere,1,1,13165,220,5.195488398539567,0.9936866113567189,158.3935437056019,17.277879244290894
USDA_286,2017,Aug,Soybean,continuous,Low_N,Rhizosphere,1,2,14303,208,5.018506202622523,0.9916386741503733,119.59825726019788,13.046013103981418
USDA_287,2017,Aug,Soybean,continuous,Std_N,Rhizosphere,1,1,10747,223,5.2083134197375225,0.9935545469013236,155.1481307350387,16.92386321502983
USDA_288,2017,Aug,Soybean,continuous,Std_N,Rhizosphere,1,2,9850,246,5.35264139420783,0.9946592388363524,187.2392285216935,20.424423271979563
USDA_289,2017,Aug,Corn,rotated,Low_N,Rhizosphere,1,1,8725,206,5.130258065567239,0.9926192658516761,135.48787693797243,14.779284066973247
USDA_290,2017,Aug,Corn,rotated,Low_N,Rhizosphere,1,2,15741,227,5.009960393306016,0.9906232641164732,106.64691982599331,11.633255746546673
USDA_291,2017,Aug,Corn,rotated,Std_N,Rhizosphere,1,1,6721,180,4.998751007550564,0.9920115055749,125.18003353147387,13.65488423677838
USDA_292,2017,Aug,Corn,rotated,Std_N,Rhizosphere,1,2,8671,238,5.332251776167411,0.9945655349361062,184.01075142499823,20.072254641146117
USDA_297,2017,Aug,Corn,continuous,Low_N,Rhizosphere,1,1,4786,127,4.754320838241252,0.9907039248930707,107.57228061277203,11.734195920983842
USDA_298,2017,Aug,Corn,continuous,Low_N,Rhizosphere,1,2,38779,413,5.380567780189541,0.9931594940536806,146.18801706298746,15.946476394714967
USDA_299,2017,Aug,Corn,continuous,Std_N,Rhizosphere,1,1,1416,36,3.471928727794718,0.9665575425324779,29.902108748173113,3.261780827764366
USDA_300,2017,Aug,Corn,continuous,Std_N,Rhizosphere,1,2,3457,84,4.266248819696516,0.9830267288959973,58.91616258719713,6.426690879589175
